text,Congestion,Customer_interface,Delay,Miscellaneous,Not_applicable,Personnel_attitude,Physical_accessibility,Pricing,Refusal_cancellation_refund,Safety,Unavailability_inadequacy,Vehicle_utility_condition
"@USER @USER PNR CBWPJZ, 4th March, 2023,MOPA to Kolkata. Flight preponed by more than 8hrs and no provision to select other day flight. Very wrong on part of spice jet as I had lot of plans for that 8 hrs which I had to cancel.",0,0,0,0,0,0,0,0,1,0,0,0
"While flying from Delhi to Kolkata via spicejet SG-8255 . My ears were unable to hear anything and paining continuously. I thought my ears will explode, I don't know the reason whether it's due to pressure of etc but this flight was one of my experience. @USER you are bad. HTTPURL",0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER You do nothing, we requested for direct flight kolkata-london, what happened to that?Please consider how much you have increased tickets cost and this service.",0,0,0,0,0,0,0,1,0,0,1,0
@USER What cheap price? V stopped travelling by flight due to its high price. During UPA rule its price was so low that in ₹4000 v can reach from Mumbai to Dehradun for Haridwar. Even Mumbai Kolkata -Assam was very cheap. Full family travelled t,0,0,0,0,0,0,0,1,0,0,0,0
UBER MUST CLOSE ITS BIKE SERVICE IN Kolkata (W.B.)@USER @USER @USER,0,0,0,1,0,0,0,0,0,0,0,0
"ERRATIC #INSPIRATION:Perhaps taking cue from recent such incidents in flying #aeroplanes,an off-duty drunk TTE reportedly peed on a woman’s head in Kolkata-Amritsar train when it was passing through #RaeBareli district in #UttarPradesh on #Sunday night. #Life #Thursday #India HTTPURL",0,0,0,0,0,1,0,0,0,0,0,0
"@USER ji, on an observation of traffic in @USER &amp; on a general note, I believe the drivers need periodical grooming &amp; training. It's always messy &amp; chaotic on the road, every person is in a hurry. No maintaining of lane while drivi",1,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER Sir i am traveling in this train to howrah which was supposed to reach howrah at 3.55 am but it is 5 hours 53 minutes late now at 6.43 am does railway think we are on a joy ride, no value of our time sir i am not on a picni",0,0,1,0,0,0,0,0,0,0,0,0
If there were local trains from the beginning in #Bengaluru as in #Chennai #Mumbai #Kolkata will there be that much of vehicles on roads ? Administrative people forgotten future mobility &amp; denting earning from all walk of life by introducing metro. Who's earning. Oops.,1,0,0,1,0,0,0,0,0,0,0,0
"Today's Patna to Kolkata journey is going pathetic as AC isn't working in train no. 22241/Duronto EXP. @USER @USER must ensure the regular maintenance so that passengers won't suffer. If there's no provision of refund, then why such negligence is being occurred.",0,0,0,0,0,0,0,0,0,0,0,1
"@USER @USER Metro Transit has failed in Delhi and across India. Whereas Suburban train system continues to popular in Mumbai, Chennai and Kolkata. It is extremely dumb to not replicate the biggest highlights of suburban trainsets onto metro",0,0,0,0,0,0,1,0,0,0,1,0
Train 05640 scheduled to depart from Katwa Jn. at 6:24 pm is delayed by 8 hours with no exact time of arrival from Kolkata. Is this some kind of joke? Pathetic condition of railways. At 12:30am sitting in station with no assurance. @USER @USER @USER,0,0,1,0,0,0,0,0,0,0,0,0
"Disgusting train service from Silchar-Kolkata (05639-SCL KOAA Special), Travelled from Silchar the train is still halting after every single station, it's already 6 hours late now, the bathroom conditions is worst, the water isn't available. Train journey is curse. @USER",0,0,1,0,0,0,0,0,0,0,0,1
"#MiddayNews | After flights, it’s train. Off-duty TTE pees on woman, sacked #RailwayPolice #Lucknow #Charbagh #Kolkata #NewsUpdate #TTE HTTPURL",0,0,0,0,0,1,0,0,0,0,0,0
Drunk Train Ticket Checker Allegedly Urinates On Woman Passenger's Head HTTPURL #Amritsar #Kolkata #Lucknow #Bihar #Railway #tourist #tourism #Travel @USER @USER @USER @USER #Asia #SoutheastAsia @USER @USER @USER,0,0,0,0,0,1,0,0,0,0,0,0
@USER @USER @USER Namastey! I booked my train ticket from tatanagar to Shalimar. Train is supposed to leave tatanagar at 6:22 a.m. I have a flight from Kolkata airport. Train is already running late by 3 hours 11 mins. I tried booking,0,0,1,0,0,0,0,0,0,0,0,0
"In a shocking incident, a drunk TTE was caught urinating on a woman passenger aboard the Akal-Takht Express. The incident took place at midnight as the train was en route from Amritsar to Kolkata. #indianrailway #IRCTC #TTE #Kolkata #amritsar #train HTTPURL",0,0,0,0,0,1,0,0,0,0,0,0
Drunk Ticket Checker Urinates On Woman Passenger Inside Amritsar-Kolkata Train #AkalTakhtExpress #Amritsar #Kolkata #viralnews #pragnews HTTPURL,0,0,0,0,0,1,0,0,0,0,0,0
@USER @USER @USER @USER @USER @USER Plz make this train run on time or revise the time table &amp; make it arrive during morning hours. The timing of this train is extremely problematic &amp; inconvenient to,0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER @USER railway minister Sir I am traveling to Kolkata from Tata Nagar by train no 12221 Pune Howrah Duronto Exp. and this train is getting delayed by 3 hours and due to this I am about to missed my flight from Kolkata to,0,0,1,0,0,0,0,0,0,0,0,0
"@USER @USER @USER Sir kindly request 02501 up trian Kolkata Agartala special train on proper time else we have no option but to go to flight ✈️, every day it runs abnormally late now please 🙏 release the late.thank you Indian",0,0,1,0,0,0,0,0,0,0,0,0
Train number 13049 is a train running between Kolkata and Amritsar. The train was stopped due to spread of COVID. After the COVID Mxm number of train's started except 13049. For the convinent of PASSENGER'S please start the train. @USER @USER,0,0,1,0,0,0,0,0,0,0,0,0
Train no 13161 tebhaga express In this summer the fans are not working after leaving Kolkata and no one is there to address it. @USER @USER @USER HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
@USER SS translation: My frnd asked me tell me which place ?. I said Kolkata. She said u only go to Kolkata in time travel not in train travel...🥲,0,0,0,1,0,0,0,0,0,0,0,0
"Dear Railway, I am travelling from Mohiuddin Nagar to kolkata by train no 15050. Train was late by more than 4:30 hours. When train reached at my boarding station both the doors of my coach was locked.I was about to miss my train.Look into this pls @USER @USER",0,0,1,0,0,0,0,0,0,0,0,1
@USER @USER @USER @USER @USER Sir sorry to say it's not only washroom which are not usable attaching pics of compartment of yesterday from Kolkata train starting and boarding point No attendant Train was in utter mess no b,0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER @USER @USER PNR no.- 6716732470 Today my mother and my sister has ticket in train no 12363. They need to travel from Bankimnagar to kolkata first by Gede Majerhat local.Due to delay of this train(30142) the,0,0,1,0,0,0,0,0,0,0,0,0
"@USER @USER @USER @USER train no 12322 kolkata mail is delayed at MGM stn without any reason, please do the needful, I have to catch my connected train at asn .",0,0,1,0,0,0,0,0,0,0,0,0
No water in Kolkata Rajdhani A4 coach in the morning. We have semi high speed trains now and yet we are struggling with cleanliness and no water. Pathetic service. Please do take action. PNR-2832335184 @USER @USER HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
Train cancelled its ok but train late more than 3 hours. Why you are harrassing amm public. We are daily passenger i went kolkata every day today train late by 2 to 3 hrs. @USER @USER @USER but no work is going in icchapore rail track. HTTPURL,0,0,1,0,0,0,0,0,0,0,0,0
@USER Salute to our Ministry of Railways for making India connected but today our train from kolkata to Lalgolah made me disappointed by being late almost 1 hr.Please look into the daily passenger 's harassment. 6315495613 PNR NUMBER,0,0,1,0,0,0,0,0,0,0,0,0
"@USER @USER @USER @USER Dear Railway, The train from Kolkata(KOAA) to silchar train no 05640 silchar special's lavatory is not in condition to use . It smells very bad to the seat next to it. My family is traveling in",0,0,0,0,0,0,0,0,0,0,0,1
@USER Not possible. Indian city road are too crowded. Besides Indians riders and drivers are too undisciplined to allow operations of trams. Kolkata will be only city in India with tram in near future.,1,0,0,0,0,0,0,0,0,0,0,0
"@USER @USER @USER And emotions represent distinct mental states. Joy, Anger or fear. A person coming to your place from a distance of thousands of kilometres with his family. Just allured by the ads on Kolkata Trams, of @USER and you a",0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER Congestion on IR in north is understood by those who travel on it.. Absolute pain.. After few named stations, u know wht the avg speed will be.. Many congested routes are single..EDFC will really be a boon fr us.. Also the faste",1,0,0,0,0,0,0,0,0,0,0,0
@USER @USER @USER @USER May I know why ladies seat is not available in Kolkata express (13152)? How a single ladies passenger will travel. I want to book ticket for my wife. Please suggest.,0,0,0,0,0,0,0,0,0,0,0,1
"@USER Today I tried booking QR ticket using metro ride Kolkata but despite payment was successful I did not get any ticket, same thing happened on 2nd March payment deducted but got no QR ticket and till date I have not received refund.please",0,1,0,0,0,0,0,0,0,0,0,0
@USER @USER random traffic police taking money from the Uber drivers when the pick up any customer from Sealdah railway station Why is that ? @USER,0,0,0,0,0,1,0,0,0,0,0,0
@USER Shalimar station kolkata west bengal. It is a pity for the passengers as no facilities at all and lot of long distance premium trains are starting from this.,0,0,0,0,0,0,0,0,0,0,0,1
"Today's Patna to Kolkata journey is going pathetic as AC isn't working in train no. 22241/Duronto EXP. @USER @USER must ensure the regular maintenance so that passengers won't suffer. If there's no provision of refund, then why such negligence is being occurred.",0,0,0,0,0,0,0,0,0,0,0,1
"@USER @USER Oh, shit Nightmares😑. Even my village buses are better than the tempo bus they run b/w Howrah and esplanade. The worse is they have no intention to upgrade either... The city of Seoul has 126 bridges.. Kolkata has 4...even tho",0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER @USER @USER sir train no 12137 coach B3 supply getting trip from starting point Mumbai. No AC in coach passenger getting suffocated.,0,0,0,0,0,0,0,0,0,0,0,1
"my journey lasts till Mumbai Central let's see if Indian railways care to do something about it , before something bad happens coz I DONT FEEL SAFE , neither my luggage ☺️☺️",0,0,0,0,0,0,0,0,0,1,0,0
@USER @USER @USER Its a scam in fact anything that will benefit Mumbai - Pune - Nashik region is a scam. They also call trolleybus a metro…,0,0,0,1,0,0,0,0,0,0,0,0
People in Mumbai Migrating from Virar to Mira Road to Borivali to Andheri to Bandra their entire life.,0,0,1,0,0,0,0,0,0,0,0,0
"Road dust makes up 2/3rd of particles in Mumbai's air. Rapid addition of high-rises and highways in last decade, has made Mumbai's Air Quality is worse than Delhi's! Sign the petition HTTPURL and urge @USER to take urgent action. @USER",0,0,0,1,0,0,0,0,0,0,0,0
Late night work mmrc Mumbai metro rail cooperative please stop late night work @USER @USER @USER @USER violation night this works HTTPURL,0,0,0,0,1,0,0,0,0,0,0,0
@USER @USER @USER @USER @USER @USER Mumbai metro which just got made is also running empty even in peak hours sometimes thts doesnt mean its waste. Projects r made keeping future population growth n easy of travel. Wht seems like waste of money now will feel like heaven in 10yrs time.,0,0,0,1,0,0,0,0,0,0,0,0
"Borivalli station, Mumbai. Time: 11:55PM. Majority of the trains arrive and depart during this time! @USER @USER @USER @USER please take note! Why aren’t the escalators on during this time! Major problem for commuters! Solve it! HTTPURL",0,0,1,0,0,0,0,0,0,0,0,0
"Are you waiting for another mishap to happen 🤔please check 8:54,pm Asangaon train #CCTV camera on Mumbra station, a guy with light yellow color shirt be seen abusing and who has done it near Mumbai end gents first class and bridge near station. 3/n",0,0,0,0,0,1,0,0,0,0,0,0
@USER Mumbai CST - Nizamuddin Rajdhani Express AC 2 Tier pathetic experiance. When would these trains be improved?,0,0,0,1,0,0,0,0,0,0,0,0
"Road dust makes up 2/3rd of particles in Mumbai's air. Rapid addition of high-rises and highways in last decade, has made Mumbai's Air Quality is worse than Delhi's! Sign the petition HTTPURL and urge @USER to take urgent action. @USER",0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER @USER @USER Pune is mess ! Even worst than mumbai when it comes to traffic !,1,0,0,0,0,0,0,0,0,0,0,0
@USER @USER It's not developed. Far too lacking in basic resources. What's happening now is vital. Mumbai needs atleast 400 km of metro and world class link roads. 25 million people city needs the required infra which was lacking the last several decades. RRTS/HSR next ideally to pune,0,0,0,0,0,0,0,0,0,0,1,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER please be serious about Pune metro before 2024 elections , it's in bad shape Learn from Mumbai updates",0,0,0,1,0,0,0,0,0,0,0,0
"@USER Where is land in Mumbai? Huge capex happening for Mumbai local, delhi Mumbai expressway, HSR, Mumbai metro",0,0,0,1,0,0,0,0,0,0,0,0
"Saki Naka is probably the worst road in Mumbai! Unbearable traffic, no place to walk, rash auto drivers, footpath occupied by hawkers, west Africa level road condition and overflowing garbage cans! @USER please do something",1,0,0,0,0,0,0,0,0,0,0,0
"@USER @USER @USER He is right, and I was present at that place. And saw everything. Not this TT but every mumbai TT doing this in express train. We are travelling from Dahanu to Mumbai and we don't have much train. Pass having then too they asking penalty.",0,0,0,0,0,1,0,0,0,0,0,0
"@USER @USER @USER @USER My family is travelling in train 22936 to Mumbai via Coach HA1 But the compartment has no water in washroom, AC is not working and no one to help them with these issues Kindly help resolve the problem",0,0,0,0,0,0,0,0,0,0,0,1
"We are waiting for more than 45 minutes at vadodara railway station now to board 09723 but no announcement, nothing…. Horrible experience and we need to catch flight tomorrow early morning at Mumbai…..",0,1,1,0,0,0,0,0,0,0,0,0
"@USER Sir, sohna gurgaon toll road (mumbai vadodara expressway entry) has no lights. Entry and exit not clear, traffic congestion still heavy near subhash chowk. Despite heavy toll no facility is crime by service provider.",1,0,0,0,0,0,1,0,0,0,0,0
"@USER @USER @USER @USER @USER Instead of adding another item to the list of offenses, they are asking informer to give vehicle number Good bless them that they dont give you the chllan book too HSRP will never get implemented Best way to drive in mumbai is without clear number &amp; number plate @USER",0,0,0,1,0,0,0,1,0,0,0,0
Anyone else feel the new Mumbai airport is a disaster in the making if it has no fast rail connectivity with western suburbs &amp; island: recipe for major traffic congestion. Ideally passengers board a fast train with luggage from bkc to the airport. @USER @USER,1,0,0,0,0,0,0,0,0,0,0,0
"@USER Keep mumbai aside for a bit its already too developed far beyond other city in Maharashtra... Only Focus now to make transportion easy(road,metro). GoM has to focus on other than mumbai.",0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER @USER @USER @USER Opp bata 120 feet road Thakur Village Kandivali East Mumbai 101 Police not taking action why police not taking action against this illegal parking HTTPURL,0,0,0,0,0,1,0,0,0,0,0,0
"I was never scared of paragliding from 8,000 ft and I did it in Himachal, however I’m scared of getting into Mumbai locals alone because of the way people push to get in and out of the train! Bheed bilkul hi nai pasand hai bc!",1,0,0,0,0,0,0,0,0,0,0,0
We the honest tax payers of Mumbai have to go through this every single day near Jagruti nagar metro station. Where is the road!!!! in the quest of making metros and bridges @USER you have vanished the roads. Travelling under the bridge is very risky and there’s no road. HTTPURL,0,0,0,0,0,0,1,0,0,0,0,0
@USER Modiji Mumbai ..Goa Highway project is delayed by 12 years.. Road is in pathetic condition ...still not completed ..Number of accidents and deaths in last 10 years... Panvel ..Indapur --Kolad--Mangaon strech is still incomplete. My Humble request to look in to it personally...,0,0,1,0,0,0,0,0,0,1,0,0
@USER @USER @USER @USER @USER churchgate station opp.GST bldg . I had complained BMC there is work going on and for no parking zone taxies are parked not action taken by bmc @USER @USER HTTPURL,0,0,0,0,0,1,0,0,0,0,0,0
"@USER @USER @USER Mumbai traffic in hindu area maximum citizens obey traffic rules n have a fear of police.but in Muslim area police iz also not safe There iz no traffic rules no signal no line,",0,0,0,1,0,0,0,0,0,1,0,0
@USER @USER Absolutely spot on.. Another factor.. here in Mumbai.. if u look around on roads u will see that most drivers (about 5 or 6 out of 10) are using phones while driving.. I urge people to drive responsibly..,0,0,0,1,0,0,0,0,0,1,0,0
@USER @USER Plz come and check roads after Mumbai dahisar check naka. Wonder why no improvements even after repeated requests @USER,0,1,0,0,0,0,1,0,0,0,0,0
"@USER northbound traffic jam on jogeshwari WEH all the way till Goregaon east Oberoi mall signal. Everyday I am complaining about the same route, why is there no action take to ease the traffic flow on this route? @USER @USER #mumbaitraffic",1,1,0,0,0,0,1,0,0,0,0,0
SCLR flyover across Kapadia nagar ready but not opened for last 2 weeks. Stuck on the new flyover east bound for 45 minutes @USER @USER #sclr #Mumbai #mmrda @USER @USER HTTPURL,0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER I fear Navi Mumbai will suffer the same faith the NMMC workers are very lazy nowadays under the new leadership. NMMC has put up a board that this road is cleaned twice a day and if one sees he will wonder if it's even cleaned once a week,0,0,0,0,0,0,1,0,0,1,0,0
We are already struggling with pollution in Mumbai and then there r these buses running on road which add to the pollution. @USER @USER Can we do something about this ? HTTPURL,0,0,0,1,0,0,0,0,0,0,0,0
This is kidwai nagar traffic junction. As per the traffic rules parking are not allowed near traffic signal.Buses can't pass due to parking on both sides. Pls take action @USER @USER @USER @USER @USER @USER @USER @USER HTTPURL,0,0,0,0,0,0,1,0,0,0,0,0
"@USER I am travelling in train number 15018 Kashi express from mau to ltt ,now we are at prayagraj station and the train is halted from 6 pm now it is 7 pm and not just here the train is halted on every station for more than 20 minutes,worst train from up to Mumbai .",0,0,1,0,0,0,0,0,0,0,0,0
"@USER @USER Calm led to verification of editor of news channel in false case, arrest of multiple social workers and murder Composed led to 100 Crore vasoli by HM in his govt and truck load of explosives outside Ambani's house Efficient led to delay Mumbai metro Refinery Bullet train",0,0,1,1,0,0,0,0,0,0,0,0
@USER @USER autorickshaw people creating traffic they are not even bothered about the traffic and creating two lines on road . Traffic police not taking any actions against them . I request mumbai traffic police to please see to it . Virar east station road HTTPURL,1,0,0,0,0,0,1,0,0,0,0,0
@USER Do enquire about the monthly maintenance bills in these gated complexes. Also note the difference in travel costs between the Metro and the local train. Mumbai has had an influx of people with no ability to pay for these services and so 60% live in slums !!,0,0,0,0,0,0,0,1,0,0,0,0
"Noise pollution and illegal speakers on public road at Ganesh maidan, near shilpa building, jagdusha nagar, ghatkopar west, mumbai. Ghatkopar chirag nagar police, plz help today 15-March-2023. Dont always target building shops. Do check these goons too. @USER @USER",0,0,0,1,0,0,0,0,0,1,0,0
"@USER @USER Can you guys please look into the Kalyan (mumbai) railway station? People coming from long distance trains especially from UP and Bihar creating chaos at kalyan railway station sleeping at the platform, ticket counter and staircase.",1,0,0,0,0,0,1,0,0,0,0,0
@USER suggestions to please run premium bus service from Mumbai Airport T1/T2 to Byculla zoo(JIJA Mata udyan) . Currently bus routes through worli which is inconvenient for commuters residing in Byculla. @USER @USER @USER 🙏,0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER Zero bhai should file a case in SC asking the honourable court to close down Mumbai metro network,0,0,0,1,0,0,0,0,0,0,0,0
"@USER Sir, your rule about HMVs on highways is not observed at all. Night driving on the Mumbai-Pune Expressway is horrible. Trucks drive slowly in all the lanes without fear of the law. No traffic police are seen. The ghat section is especially bad. What will you do now?",0,0,0,0,0,0,1,0,0,0,0,0
"Visited Hyderabad yesterday and I can safely say - its a much better city than Mumbai - good infra, excellent airport, wide roads, no encroachments, less traffic, cosmopolitan crowd...great work by the govt",0,0,0,1,0,0,0,0,0,0,0,0
"The NCMC card. @USER @USER @USER @USER Card is inaugurated in January, 2023 still no movement for this card to use for the Normal Mumbai Railway. @USER @USER #internationalconsumerrightday HTTPURL",0,0,0,0,0,0,1,0,0,0,0,0
"@USER @USER Your last line is Spot On. Howsoever better the service may be, it is just below dignity to stand at bus stop for many neo elites. Only cities like Mumbai, where travelling by public transport is ingrained in its commuting culture, would you find bus servive being successful",0,0,0,1,0,0,0,0,0,0,0,1
"@USER They know anyways they have to get stuck in Mumbai traffic so why to hurry, Delhi traffic condition is not that severe.",1,0,1,0,0,0,0,0,0,0,0,0
Very surprised to note RSRTC withdraw Volvo bus service from Jaipur- Delhi via New Delhi- mumbai mega higway. Can’t imagine any reason for doing this blunder. This service were so convenient for the passengers @USER @USER @USER @USER,0,0,0,1,0,0,1,0,0,0,0,1
"@USER The country doesn't know how to manage cities in general. Public infrastructure is so weak. Mumbai might have pop over 30 million, we need subways, rails and metros to reduce density on roads. The commute should be 10x faster and more efficient. Should at least have two airports.",0,0,0,0,0,0,0,0,0,0,1,0
"Was great reading this book. Immense respect for the man… but why is Mumbai slipping away into an abyss of road crimes, indiscipline, police inaction against offenders ? Majority of Indians want discipline line but police need to act @USER @USER @USER HTTPURL",0,0,0,0,0,0,1,0,0,1,0,0
@USER My Mother is travelling from Banaras mumbai express PNR 2738621316 she is having medical emergency i tried to call on 138 but not getting connected pls arrange the doctor she is in train only Mobile no- 8271849020/7209859898 @USER,0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER @USER @USER @USER @USER First pls put TTR and rpf on mumbai to kerala train, without ticket people are more in reservation class, this train dnt have TTR, what kind of security for the passenger, and canteen people using pan full of there mouth and to serve the food. First pls clear this",0,0,0,1,0,0,0,0,0,1,0,1
@USER We are today travelling by Howrah Mumbai Duronto 12262 which was already rescheduled from 5:45 to 9:30 and departed from Howrah approx at 9:45 am. It's really very unfortunate that a premium class train is being delayed and still lunch not delivered at 3:33 pm,0,0,1,0,0,0,0,0,0,0,0,1
@USER we r travelling today by Duranto express from Howrah to Mumbai CSTM train no 12262 2 Tier coach no A-2 catering service very poor still not serve lunch .,0,0,0,0,0,0,0,0,0,0,0,1
"@USER @USER @USER Hare krsna Namaste🙏 There are hardly any TC authorities in Mumbai western suburban trains specially 1'st class bogie, multiple unauthorized passengers traveling.. Kindly look in this Ashish Agarwal Malad west Mumbai",0,0,0,0,0,0,1,0,0,0,0,1
@USER @USER @USER @USER @USER @USER @USER @USER Don’t know@USER seat belts but Driving on wrong side of the road is a fundamental right !! Especially in Mumbai !!,0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER @USER @USER Another point to consider is how many years will they take toll? Like in Mimbai, all entry-exit points have toll for the llast 35+ years. And the condition of roads and traffic in Mumbai is world famous. When will their pockets be full?",1,0,0,0,0,0,1,1,0,0,0,0
"PMO @USER Hare krsna Namaste🙏 Multiple times I have told there are hardly any TC in Mumbai western suburban trains ac trains, specifically 1'st class no checking, unauthorized passengers travelling.. Kindly look in this. Thanks Ashish Agarwal Mumbai",0,0,0,0,0,0,1,0,0,0,0,1
@USER Dear Respected sir I am a daily commuter of Central line local train in Mumbai from Dombivli to Kurla.. We request you to kindly ask the TC to make it mandatory to check the tickets in First class as daily there are thousands PPL travelling without Tckt or with wrong tckt,1,0,0,0,0,0,1,0,0,0,0,1
@USER @USER @USER yes yes.....next time you see them doing the stunt stop them &amp; ask for their details &amp; record that on camera also &amp; send them to mumbai traffic police.....god knows wat bad deeds have Mumbaikars done to deserve such a traffic department,1,0,0,1,0,0,0,0,0,0,0,0
@USER We have better roads than Your Mumbai 🤪,0,0,0,1,0,0,0,0,0,0,0,0
Requesting.bmc ward H/E Mr satish badgire.snr encroachment officer vinay raut/tiwre .mumbai police vakola police station beat no 1.pi anil gavankar to remove this illegal eatry stall selling anda pav and bhurji pav on the open road on gas strove near public bridge HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
"@USER @USER @USER Wha kya baat hai miya.... Mumbai ko kya ho gaya hai... Mumbai traffic police used to be the best in the country &amp; their strict implimentation of traffic rules, was an example fr other cities.",1,0,0,1,0,0,1,0,0,0,0,0
@USER @USER Initially this system started from Pune-Mumbai highway to recover built-own-transfer system where toll is charged to recover the cost of road but it is going on till date where as charges recovered is many times than original cost with enhancing every year.,0,0,0,1,0,0,0,1,0,0,0,0
Too much talking. Every two months this news is published. Better tell when it be inaugurated. Mumbai metro 3 aarey to bkc phase in progress | मुंबई - दिसंबर 2023 तक शुरु हो सकता है मेट्रो 3! HTTPURL,0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER @USER @USER @USER @USER @USER Like that there are so many roads and lanes in Mumbai which creates bottleneck and makes it’s difficult even for one vehicle to pass and authorities have their eyes shut.,1,0,0,0,0,0,0,0,0,1,0,0
@USER Nss road asalpha Ghatkopar west mumbai 84 since mora than 10 days i am doing complaint of this road illegal parking but no action taken by ghatkopar traffic devision @USER @USER @USER @USER @USER what the hell is going on HTTPURL,0,0,0,0,0,0,1,0,0,1,0,0
@USER 🤣 An open challenge to the coward department of our city called Mumbai Traffic Police.,0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER @USER Absolutely correct! I'm a Mumbai Kar myself. If they had completed metro 3 on time it would have significantly reduced the carbon footprint. Instead the activists started a bogus campaign. It's very different from Vetal Tekdi issue.,0,0,0,1,0,0,0,0,0,0,0,0
"Please help improve the plight of daily commute of fellow Mumbaikars, do make a few more rounds of buses possible. This is route 271 at 9:25 this morning. Time and again the husband &amp; I help few students if we this side but rides need to get safe. This is just one route. #Mumbai HTTPURL",1,0,0,0,0,0,0,0,0,1,0,0
@USER The exam is scheduled for 21 but till today no timetable is out also the notice of commence was out 12 days before exam we should be informed atleast 30 days prior to book train tickets etc. @USER @USER @USER please support in delaying this is very harassing,0,1,0,0,0,0,0,0,0,0,0,0
"@USER If bus service was good, definitely would use it. In Mumbai 40 yrs,used 3/4 connecting buses to reach places. In Banglore as a visitor,we would study bus routes,in the eveng,and travel the next day our bangl friends,wer surprisd,as they never used buses.",0,0,1,0,0,0,1,0,0,0,0,1
"@USER There should be BEST bus coverage for the route also. Road infrastructure is necessary but I do agree that it's not required for South Mumbai connectivity, no commerical interest are remaining in South Mumbai now apart from politician residence.",0,0,0,1,0,0,1,0,0,0,0,0
"@USER @USER Simple example, look at the political unwillingness to add bus routes for Hinjewadi or kharadi office areas. I moved from Mumbai and was a daily BEST user, but pathetic bus service in Pune forced me to get a 2nd hand bike to get around",0,0,0,0,0,0,1,0,0,0,0,1
"@USER The bus service in Pune today is at level 0, as it was way below 0 for many years. You should check the bus service in Mumbai and Bangalore. In just 10 years bus services in Bangalore and entire Karnataka has grown leaps n bounds. Both private and public transport.",0,0,0,0,0,0,1,0,0,0,0,0
